樹木ID,樹高(ｍ),樹冠直径(ｍ),樹冠体積(ｍ3),胸高直径(cm),樹種,経度,緯度,標高
259,22.399999999999999,5.883000000000000,350.120000000000005,29,A,139.536871102000077,35.789772103000075,1.520000000004075
260,22.800000000000001,4.441000000000000,190.306000000000012,29,A,139.536872934000030,35.789874591000057,1.509999999994761
261,20.000000000000000,5.341000000000000,285.310000000000002,30,A,139.537100847000033,35.789898858000072,1.440000000002328
262,13.300000000000001,2.731000000000000,30.013000000000002,39,A,139.537360555000078,35.789970524000069,1.479999999995925
263,22.300000000000001,9.708000000000000,1138.923999999999978,16,A,139.537421265000035,35.790305345000036,1.279999999998836
264,24.800000000000001,13.827999999999999,2302.012000000000171,40,A,139.536544293000020,35.790431086000069,1.479999999995925
265,23.600000000000001,5.769000000000000,339.723000000000013,42,A,139.536473645000115,35.790389720000064,1.509999999994761
266,24.800000000000001,17.460000000000001,3972.202999999999975,63,A,139.536509554000077,35.790372142000024,1.490000000005239
267,21.100000000000001,2.615000000000000,58.231999999999999,40,A,139.536437314000068,35.790104532000043,1.259999999994761
268,21.600000000000001,3.919000000000000,151.694999999999993,40,A,139.536882730000116,35.790007294000077,3.509999999994761
269,24.600000000000001,9.048999999999999,906.043000000000006,20,A,139.536582146000114,35.789979873000050,3.740000000005239
270,20.899999999999999,8.677000000000000,480.639999999999986,16,A,139.536413227000025,35.790274738000051,2.559999999997672
271,23.600000000000001,6.528000000000000,457.254000000000019,14,A,139.536759344000075,35.790255042000069,1.539999999993597
272,19.199999999999999,1.193000000000000,7.498000000000000,10,A,139.537020257000108,35.790330407000056,1.589999999996508
273,22.600000000000001,2.478000000000000,63.899000000000001,14,A,139.537531119000050,35.790215661000047,3.500000000000000
274,17.500000000000000,9.763000000000000,963.639000000000010,21,A,139.537535240000011,35.789999347000048,3.270000000004075
275,23.600000000000001,10.483000000000001,1255.211000000000013,14,A,139.537317289000043,35.790063077000070,3.259999999994761
276,22.199999999999999,5.606000000000000,285.639999999999986,25,A,139.537090163000016,35.789916048000066,5.610000000000582
277,20.500000000000000,2.129000000000000,29.210000000000001,16,A,139.537090850000027,35.789909650000027,2.600000000005821
278,23.399999999999999,8.654000000000000,636.003000000000043,26,A,139.536519837000014,35.790492498000049,2.139999999999418
279,22.300000000000001,4.020000000000000,127.554000000000002,48,A,139.536436322000100,35.790430639000078,4.309999999997672
280,19.199999999999999,1.926000000000000,26.500000000000000,19,A,139.537449794000054,35.790219427000068,2.169999999998254
281,21.199999999999999,4.601000000000000,209.123999999999995,37,A,139.537419504000013,35.790213403000052,3.289999999993597
283,15.100000000000000,4.854000000000000,101.001000000000005,31,A,139.536444264000011,35.790228576000061,1.759999999994761
284,22.800000000000001,7.722000000000000,549.341000000000008,22,A,139.536376886000085,35.790259866000042,3.720000000001164
285,20.699999999999999,6.822000000000000,336.483999999999980,32,A,139.536237884000116,35.790690279000046,3.669999999998254
286,20.199999999999999,5.234000000000000,223.157000000000011,42,A,139.536232010000049,35.790782563000050,3.639999999999418
287,21.300000000000001,12.180000000000000,1556.001999999999953,15,A,139.536275038000099,35.790784111000050,4.479999999995925
288,21.699999999999999,6.747000000000000,448.060000000000002,33,A,139.536272124000106,35.790734890000067,1.979999999995925
289,19.899999999999999,7.406000000000000,212.350999999999999,29,A,139.537040352000076,35.790758328000038,2.679999999993015
290,23.399999999999999,6.249000000000000,352.153999999999996,25,A,139.536215399000071,35.790638396000077,7.229999999995925
291,23.699999999999999,14.898000000000000,2357.849000000000160,33,A,139.536393660000044,35.790568440000072,6.740000000005239
292,23.800000000000001,7.577000000000000,673.469000000000051,37,A,139.536284713000100,35.790562583000053,8.550000000002910
293,21.199999999999999,7.805000000000000,375.399999999999977,29,A,139.536358574000019,35.790543296000067,5.110000000000582
294,23.500000000000000,7.821000000000000,623.458999999999946,43,A,139.536274238000033,35.790612672000066,4.570000000006985
295,23.500000000000000,5.972000000000000,315.930999999999983,31,A,139.536314166000011,35.790585370000031,7.240000000005239
296,22.699999999999999,7.634000000000000,425.024000000000001,31,A,139.536548181000057,35.790545928000029,3.899999999994179
297,19.500000000000000,3.930000000000000,60.030000000000001,39,A,139.536515576000056,35.790537735000044,3.899999999994179
298,21.100000000000001,1.964000000000000,31.562999999999999,33,A,139.536412355000039,35.790657901000031,4.119999999995343
299,19.899999999999999,12.486000000000001,1653.201000000000022,35,A,139.536826621000046,35.790668117000052,3.580000000001746
300,19.699999999999999,2.932000000000000,73.308999999999997,28,A,139.537065025000061,35.790608404000068,7.199999999997090
301,21.500000000000000,12.047000000000001,1382.787000000000035,32,A,139.536957425000082,35.790627067000059,1.839999999996508
302,21.500000000000000,10.500999999999999,1046.173999999999978,38,A,139.537221013000021,35.790577962000043,6.350000000005821
303,20.000000000000000,10.038000000000000,976.200000000000045,28,A,139.537084068000013,35.790574560000039,4.970000000001164
304,18.899999999999999,1.663000000000000,16.963999999999999,28,A,139.537157288000117,35.790549142000032,3.550000000002910
305,12.600000000000000,2.657000000000000,27.824999999999999,26,A,139.535993719000089,35.790484708000065,3.259999999994761
306,20.399999999999999,5.103000000000000,124.938999999999993,30,A,139.536082935000081,35.790441484000041,7.100000000005821
307,21.399999999999999,4.955000000000000,160.032000000000011,41,A,139.536299285000041,35.790511512000080,6.619999999995343
308,23.100000000000001,11.339000000000000,1313.911000000000058,42,A,139.536321537000049,35.790447752000034,7.460000000006403
309,12.600000000000000,2.142000000000000,16.425000000000001,33,A,139.536295397000117,35.790456160000076,4.779999999998836
310,22.100000000000001,12.068000000000000,1891.375000000000000,35,A,139.536730687000045,35.790524205000054,3.300000000002910
311,22.800000000000001,2.532000000000000,56.424999999999997,40,A,139.537313712000014,35.790520323000067,4.449999999997090
312,23.899999999999999,13.193000000000000,2037.307000000000016,33,A,139.535833011000022,35.790297370000076,3.429999999993015
313,22.600000000000001,13.218999999999999,2088.556000000000040,37,A,139.536253728000020,35.790327164000075,5.940000000002328
314,16.600000000000001,7.681000000000000,351.495999999999981,42,A,139.535616950000076,35.790239149000058,5.759999999994761
315,20.300000000000001,10.497000000000000,998.664999999999964,35,A,139.535918415000083,35.790564652000057,1.259999999994761
316,19.699999999999999,3.491000000000000,87.483999999999995,31,A,139.535920168000075,35.790539689000070,1.490000000005239
317,22.100000000000001,4.980000000000000,130.025000000000006,36,A,139.535924107000028,35.790521672000068,1.250000000000000
318,17.399999999999999,10.494999999999999,800.309999999999945,19,A,139.535959440000056,35.790599275000034,1.229999999995925
319,12.400000000000000,10.032999999999999,503.680000000000007,23,A,139.535914353000067,35.790615658000036,2.139999999999418
320,19.699999999999999,8.718000000000000,588.434999999999945,35,A,139.536287406000042,35.790819835000036,1.740000000005239
321,19.600000000000001,2.791000000000000,46.348999999999997,45,A,139.536256730000105,35.790798758000051,1.740000000005239
322,19.100000000000001,11.956000000000000,728.244000000000028,20,A,139.536033817000089,35.790708703000064,1.240000000005239
323,11.199999999999999,2.190000000000000,13.847000000000000,30,A,139.536029593000080,35.790714010000045,1.240000000005239
324,22.800000000000001,8.952999999999999,817.602999999999952,34,A,139.536320272000012,35.790668670000059,3.779999999998836
325,22.699999999999999,1.099000000000000,3.183000000000000,26,A,139.536290477000080,35.790648586000032,2.229999999995925
326,19.000000000000000,3.239000000000000,47.722999999999999,32,A,139.536246172000119,35.790633424000077,4.250000000000000
327,23.000000000000000,17.221000000000000,2763.728000000000065,42,A,139.536152036000090,35.790601464000076,1.750000000000000
329,23.699999999999999,2.924000000000000,52.067000000000000,32,A,139.536194433000105,35.790534779000041,2.820000000006985
330,24.500000000000000,10.548000000000000,1371.250999999999976,20,A,139.536231321000059,35.790551545000028,4.520000000004075
331,21.699999999999999,8.632000000000000,510.303999999999974,46,A,139.536418809000111,35.790766800000029,1.259999999994761
332,23.100000000000001,15.875000000000000,2914.443000000000211,24,A,139.536396179000008,35.790694095000049,1.229999999995925
333,22.800000000000001,8.231000000000000,541.976999999999975,24,A,139.536418472000037,35.790708662000043,1.270000000004075
334,15.600000000000000,1.716000000000000,10.053000000000001,39,A,139.536424492000037,35.790607185000056,5.800000000002910
335,19.800000000000001,1.441000000000000,15.292999999999999,39,A,139.536703929000055,35.790609947000064,1.259999999994761
336,18.699999999999999,4.106000000000000,88.433000000000007,27,A,139.536800282000058,35.790581161000034,2.309999999997672
337,20.699999999999999,6.716000000000000,372.334000000000003,29,A,139.536800588000119,35.790558268000041,1.320000000006985
338,16.800000000000001,7.880000000000000,306.329999999999984,40,A,139.536859792000087,35.790583471000048,1.759999999994761
339,19.399999999999999,4.839000000000000,198.225999999999999,25,A,139.536981341000114,35.790532304000067,3.250000000000000
340,10.100000000000000,3.452000000000000,67.555000000000007,29,A,139.537079969000047,35.790516413000034,3.029999999998836
341,18.399999999999999,3.375000000000000,61.709000000000003,19,A,139.537069190000011,35.790559381000037,3.979999999995925
342,21.500000000000000,13.397000000000000,1573.479000000000042,30,A,139.536949627000013,35.790641650000055,1.649999999994179
343,21.500000000000000,4.557000000000000,134.353000000000009,30,A,139.537012956000012,35.790687955000067,2.190000000002328
344,21.100000000000001,7.068000000000000,378.612000000000023,39,A,139.537031594000041,35.790703594000036,3.320000000006985
345,22.500000000000000,12.199000000000000,1662.307000000000016,45,A,139.537093451000032,35.790639751000072,1.220000000001164
346,17.000000000000000,2.086000000000000,14.858000000000001,31,A,139.537166257000081,35.790725829000053,3.779999999998836
347,21.699999999999999,6.664000000000000,448.437000000000012,29,A,139.537136924000038,35.790521511000065,2.460000000006403
348,21.300000000000001,4.902000000000000,219.937000000000012,22,A,139.537130862000026,35.790515457000026,1.789999999993597
349,21.300000000000001,7.463000000000000,473.822999999999979,32,A,139.537255062000099,35.790584536000040,3.750000000000000
350,20.500000000000000,13.545999999999999,1888.326000000000022,38,A,139.537228508000112,35.790704801000061,2.500000000000000
351,19.500000000000000,11.682000000000000,1254.709000000000060,38,A,139.535571987000026,35.790340981000043,3.720000000001164
352,19.100000000000001,8.334000000000000,690.931000000000040,31,A,139.535642023000037,35.790368555000043,1.509999999994761
353,10.500000000000000,2.914000000000000,32.820999999999998,35,A,139.535637633000078,35.790299681000079,1.460000000006403
354,13.900000000000000,0.858,3.186000000000000,28,A,139.535579340000027,35.790238425000041,6.419999999998254
355,18.500000000000000,9.509000000000000,729.475999999999999,18,A,139.535455884000044,35.790207473000066,2.479999999995925
356,16.000000000000000,4.339000000000000,129.633999999999986,22,A,139.535406756000043,35.790180311000029,4.279999999998836
357,21.300000000000001,14.614000000000001,2076.916999999999916,45,A,139.535432887000070,35.790114757000026,4.259999999994761
358,12.199999999999999,4.546000000000000,98.301000000000002,47,A,139.535568525000031,35.790171969000028,3.740000000005239
359,18.100000000000001,6.258000000000000,287.187999999999988,55,A,139.535653714000091,35.790170287000024,1.539999999993597
360,21.100000000000001,13.446999999999999,1557.308999999999969,46,A,139.535552016000111,35.790119379000032,2.570000000006985
361,18.199999999999999,4.765000000000000,59.889000000000003,31,A,139.535729671000013,35.790419518000078,2.759999999994761
362,21.800000000000001,2.870000000000000,22.861999999999998,43,A,139.535782017000088,35.790444074000050,1.550000000002910
363,22.100000000000001,12.832000000000001,1535.483999999999924,29,A,139.535843597000053,35.790514352000059,4.729999999995925
364,20.600000000000001,4.381000000000000,127.483999999999995,43,A,139.535898726000028,35.790445174000070,2.169999999998254
365,22.600000000000001,11.125999999999999,1370.871000000000095,23,A,139.535918103000085,35.790470280000079,2.220000000001164
366,18.699999999999999,0.566,1.758000000000000,26,A,139.535959847000072,35.790460378000034,2.770000000004075
367,22.000000000000000,7.172000000000000,553.557999999999993,30,A,139.536010055000020,35.790375685000072,3.279999999998836
368,21.699999999999999,9.837000000000000,926.311000000000035,39,A,139.535995033000063,35.790339864000032,1.520000000004075
369,22.199999999999999,11.007999999999999,1102.339999999999918,41,A,139.535939201000019,35.790300788000025,1.559999999997672
370,22.399999999999999,7.940000000000000,527.048999999999978,26,A,139.535910298000090,35.790278723000029,1.770000000004075
371,19.600000000000001,8.321000000000000,282.454000000000008,19,A,139.535836666000023,35.790355426000076,5.470000000001164
372,21.800000000000001,8.206000000000000,469.860999999999990,41,A,139.535930624000116,35.790375939000057,5.240000000005239
373,22.000000000000000,12.292000000000000,1559.392000000000053,36,A,139.535933600000021,35.790408395000043,2.330000000001746
374,18.699999999999999,8.018000000000001,362.262000000000000,33,A,139.535770480000110,35.790393300000062,5.500000000000000
375,22.800000000000001,12.362000000000000,1704.294000000000096,43,A,139.535781664000069,35.790331044000027,1.520000000004075
376,20.399999999999999,1.751000000000000,28.643999999999998,31,A,139.535737797000024,35.790287400000068,2.270000000004075
377,21.699999999999999,9.451000000000001,839.024000000000001,39,A,139.535693469000080,35.790218968000033,3.259999999994761
378,20.800000000000001,3.873000000000000,149.991999999999990,26,A,139.535723480000115,35.790210840000043,1.750000000000000
379,23.000000000000000,11.407000000000000,1583.125000000000000,37,A,139.535760470000014,35.790229770000053,1.770000000004075
380,12.199999999999999,1.302000000000000,9.016000000000000,34,A,139.535853398000086,35.790229549000060,2.740000000005239
381,21.600000000000001,5.526000000000000,324.932000000000016,39,A,139.535854482000104,35.790235410000037,2.759999999994761
382,21.300000000000001,9.872000000000000,1024.073000000000093,30,A,139.536188971000115,35.790456708000079,1.779999999998836
383,23.199999999999999,15.958000000000000,2299.858999999999924,42,A,139.536243487000093,35.790433498000027,1.600000000005821
384,22.800000000000001,8.869000000000000,948.004000000000019,34,A,139.536316236000062,35.790415650000057,4.240000000005239
385,21.199999999999999,9.199999999999999,764.429999999999950,38,A,139.536063670000090,35.790386363000039,2.740000000005239
386,16.000000000000000,8.215999999999999,387.012999999999977,25,A,139.536014333000026,35.790266902000042,2.259999999994761
387,18.800000000000001,7.963000000000000,509.588000000000022,41,A,139.536102946000028,35.790266851000069,1.270000000004075
388,21.000000000000000,1.956000000000000,9.257000000000000,32,A,139.536177955000085,35.790355008000063,1.240000000005239
389,18.800000000000001,1.077000000000000,9.395000000000000,31,A,139.536305237000079,35.790339008000046,1.529999999998836
390,12.000000000000000,2.129000000000000,20.713000000000001,47,A,139.536321792000081,35.790319760000045,1.539999999993597
391,22.600000000000001,11.903000000000000,1231.564000000000078,20,A,139.536327461000042,35.790223420000075,0.98
392,15.500000000000000,1.712000000000000,12.028000000000000,47,A,139.536863738000079,35.790533546000063,5.750000000000000
393,19.500000000000000,13.973000000000001,1485.924999999999955,66,A,139.536354828000071,35.790895896000052,4.500000000000000
394,21.000000000000000,4.447000000000000,133.274000000000001,37,A,139.536268337000024,35.790712077000080,1.839999999996508
395,21.000000000000000,7.947000000000000,411.156000000000006,37,A,139.536361269000054,35.790770263000070,1.380000000004657
396,21.800000000000001,5.970000000000000,232.688999999999993,54,A,139.536525289000110,35.790632942000059,1.529999999998836
397,23.100000000000001,11.250999999999999,1417.704999999999927,67,A,139.536518750000027,35.790576591000047,1.880000000004657
398,23.500000000000000,14.747999999999999,2577.400999999999840,37,A,139.536638442000026,35.790519290000077,1.470000000001164
399,12.300000000000001,0.599,0.432,46,A,139.536268095000082,35.790866297000036,3.460000000006403
400,21.399999999999999,4.815000000000000,159.195999999999998,47,A,139.536335116000032,35.790722788000039,3.169999999998254
401,13.800000000000001,2.943000000000000,30.093000000000000,63,B,139.536162975000025,35.790515772000049,7.179999999993015
402,24.199999999999999,11.359000000000000,1370.864000000000033,29,B,139.536232242000096,35.790512158000070,5.080000000001746
403,21.199999999999999,3.848000000000000,143.096000000000004,24,B,139.536281275000078,35.790416105000077,4.889999999999418
405,14.800000000000001,4.130000000000000,69.596000000000004,39,B,139.536338391000072,35.790169726000045,1.500000000000000
406,22.500000000000000,0.984,2.405000000000000,24,B,139.536298198000054,35.790268505000029,1.940000000002328
407,21.399999999999999,8.061999999999999,597.267000000000053,49,B,139.536220831000037,35.790278590000071,1.210000000006403
408,17.800000000000001,5.508000000000000,234.104999999999990,50,B,139.536142425000094,35.790270915000065,1.259999999994761
409,19.300000000000001,3.397000000000000,72.128000000000000,51,B,139.536043580000069,35.790285452000035,3.850000000005821
410,13.900000000000000,3.934000000000000,101.236999999999995,29,B,139.535958128000061,35.790238641000030,3.199999999997090
411,12.900000000000000,9.288000000000000,542.466000000000008,34,B,139.535897793000117,35.790220555000076,5.179999999993015
412,15.900000000000000,7.410000000000000,433.223000000000013,51,B,139.535667886000056,35.790137603000062,2.740000000005239
413,18.399999999999999,6.214000000000000,370.346999999999980,41,B,139.535574325000084,35.790099875000067,1.789999999993597
414,13.699999999999999,3.151000000000000,60.914999999999999,30,B,139.535296384000048,35.790082151000036,1.889999999999418
415,21.199999999999999,9.939000000000000,776.785999999999945,29,B,139.535358287000008,35.790124848000062,1.929999999993015
416,16.899999999999999,4.370000000000000,97.337999999999994,50,B,139.535739883000019,35.790380695000067,4.520000000004075
417,19.800000000000001,4.232000000000000,90.352000000000004,53,B,139.535846222000032,35.790344273000073,5.970000000001164
418,21.800000000000001,3.288000000000000,67.933000000000007,38,B,139.535917608000091,35.790276488000075,1.550000000002910
419,19.100000000000001,6.561000000000000,231.036000000000001,48,B,139.536052248000033,35.790453125000056,4.759999999994761
420,14.300000000000001,4.551000000000000,98.534000000000006,45,B,139.536058745000105,35.790461344000050,4.800000000002910
421,23.199999999999999,10.440000000000000,1018.643000000000029,32,B,139.536003295000114,35.790557200000080,4.710000000006403
422,21.800000000000001,5.803000000000000,207.375000000000000,36,B,139.536007679000022,35.790538463000075,4.470000000001164
423,22.000000000000000,14.177000000000000,1954.457000000000107,38,B,139.536176183000066,35.790682555000046,4.350000000005821
424,20.899999999999999,1.623000000000000,18.800999999999998,32,B,139.536200400000098,35.790655665000031,3.559999999997672
425,22.199999999999999,7.102000000000000,509.492000000000019,37,B,139.536181354000064,35.790660485000046,4.289999999993597
426,22.100000000000001,13.068000000000000,1790.138999999999896,32,B,139.537208961000033,35.790576310000063,1.880000000004657
427,22.800000000000001,6.978000000000000,303.161000000000001,33,B,139.537104660000068,35.790659969000046,4.559999999997672
428,23.399999999999999,12.367000000000001,1169.768000000000029,53,B,139.537130079000008,35.790696536000041,4.500000000000000
429,21.300000000000001,8.800000000000001,634.942000000000007,41,B,139.537019884000074,35.790728803000036,4.500000000000000
430,16.300000000000001,1.790000000000000,18.087000000000000,37,B,139.536754585000040,35.790612866000060,4.529999999998836
431,22.399999999999999,5.077000000000000,238.969999999999999,47,B,139.536677526000062,35.790570133000074,2.500000000000000
432,22.199999999999999,4.089000000000000,130.292000000000002,22,B,139.536354240000037,35.790637657000048,1.690000000002328
433,20.100000000000001,11.073000000000000,929.047000000000025,48,B,139.536228257000062,35.790750556000035,1.250000000000000
434,21.899999999999999,7.475000000000000,527.480000000000018,29,B,139.535993936000068,35.790396737000037,2.050000000002910
435,20.000000000000000,8.603000000000000,510.947999999999979,48,B,139.535748157000057,35.790268227000070,3.460000000006403
436,18.300000000000001,5.489000000000000,235.064999999999998,48,B,139.535666393000042,35.790211510000063,5.490000000005239
437,19.600000000000001,7.270000000000000,270.576999999999998,41,B,139.535584869000104,35.790298379000035,4.460000000006403
438,21.500000000000000,4.030000000000000,128.716000000000008,33,B,139.536402784000074,35.790643546000069,9.279999999998836
439,21.000000000000000,8.521000000000001,548.136999999999944,48,B,139.535429077000117,35.790127817000041,2.500000000000000
440,14.400000000000000,3.159000000000000,65.608999999999995,34,B,139.535731652000095,35.790184901000032,2.429999999993015
441,12.600000000000000,8.353999999999999,284.125000000000000,50,B,139.535980287000029,35.790675130000068,3.809999999997672
442,16.399999999999999,2.721000000000000,39.859999999999999,28,B,139.536320471000067,35.790169321000064,1.550000000002910
443,23.100000000000001,14.116000000000000,2023.055000000000064,20,B,139.537266525000064,35.790506507000032,1.770000000004075
282,7.100000000000000,2.252000000000000,5.650000000000000,19,B,139.536686534000069,35.789842944000043,3.250000000000000
328,10.199999999999999,6.682000000000000,88.596000000000004,23,B,139.536036340000010,35.790565845000060,4.520000000004075
404,9.300000000000001,13.986000000000001,328.807000000000016,22,B,139.536291077000101,35.790279484000052,1.490000000005239
444,23.100000000000001,8.673000000000000,802.961000000000013,35,B,139.536712949000048,35.790445203000047,1.580000000001746
445,18.699999999999999,1.270000000000000,5.192000000000000,31,B,139.536613546000012,35.790490656000031,3.770000000004075
446,9.500000000000000,1.879000000000000,9.175000000000001,22,B,139.536645948000114,35.790464146000033,3.360000000000582
447,10.600000000000000,7.230000000000000,210.338999999999999,23,B,139.536600937000117,35.790430505000074,2.559999999997672
448,8.500000000000000,5.989000000000000,142.977000000000004,21,B,139.536510011000018,35.790189800000064,2.169999999998254
449,8.699999999999999,7.071000000000000,191.763000000000005,21,B,139.536614735000057,35.790230439000027,1.699999999997090
450,20.500000000000000,9.249000000000001,466.598999999999990,33,B,139.536561573000085,35.789800363000040,2.360000000000582
451,7.700000000000000,2.740000000000000,18.552000000000000,20,B,139.536615109000081,35.789802388000055,2.770000000004075
452,9.199999999999999,4.576000000000000,105.712999999999994,22,B,139.536687781000069,35.789805181000077,2.279999999998836
453,9.400000000000000,6.247000000000000,130.516999999999996,22,B,139.536740760000043,35.789808286000039,1.889999999999418
455,23.100000000000001,8.384000000000000,780.231999999999971,35,B,139.536660732000087,35.790415419000055,2.899999999994179
456,23.000000000000000,5.359000000000000,273.336000000000013,35,B,139.536695635000115,35.790460032000055,2.690000000002328
457,9.400000000000000,6.511000000000000,169.528999999999996,22,B,139.536772588000076,35.790501684000048,3.130000000004657
458,8.699999999999999,3.826000000000000,61.207999999999998,21,B,139.536736029000053,35.790218029000073,2.259999999994761
459,9.300000000000001,4.192000000000000,59.097000000000001,22,B,139.536647110000104,35.790240794000056,3.779999999998836
460,9.199999999999999,5.050000000000000,85.049999999999997,22,B,139.536858852000023,35.790210850000051,1.470000000001164
461,10.500000000000000,6.746000000000000,208.078000000000003,23,B,139.536925890000020,35.790002984000068,3.000000000000000
462,9.400000000000000,4.711000000000000,81.063000000000002,22,B,139.536646882000014,35.789885571000070,2.500000000000000
463,10.100000000000000,6.300000000000000,196.003999999999991,23,B,139.536646349000080,35.789879981000070,2.279999999998836
464,7.700000000000000,1.421000000000000,4.054000000000000,20,B,139.536711514000103,35.789938008000036,3.520000000004075
465,6.900000000000000,4.008000000000000,34.790999999999997,19,B,139.536706254000023,35.789954400000056,1.240000000005239
466,8.199999999999999,3.879000000000000,36.158999999999999,20,B,139.536705188000042,35.789913837000029,1.240000000005239
467,9.000000000000000,4.605000000000000,86.974999999999994,21,B,139.536718556000096,35.789888722000057,1.440000000002328
468,8.100000000000000,2.595000000000000,16.030999999999999,20,B,139.536699864000070,35.789887774000078,1.500000000000000
469,6.900000000000000,1.847000000000000,9.321999999999999,19,B,139.536712394000119,35.789880054000037,1.270000000004075
470,9.300000000000001,5.320000000000000,71.754000000000005,22,B,139.536821838000037,35.789841115000058,1.649999999994179
471,8.699999999999999,4.718000000000000,57.706000000000003,21,B,139.536830327000075,35.789819143000045,2.270000000004075
472,8.500000000000000,5.138000000000000,89.957999999999998,21,B,139.536810896000020,35.789838384000063,1.660000000003492
473,5.800000000000000,3.356000000000000,29.608000000000001,17,B,139.536865960000114,35.789935505000074,1.919999999998254
474,6.300000000000000,3.473000000000000,28.204000000000001,18,B,139.536898036000025,35.790056095000068,1.699999999997090
477,5.800000000000000,4.903000000000000,35.911000000000001,17,B,139.536912328000085,35.790199445000042,1.020000000004075
478,7.400000000000000,2.797000000000000,13.529999999999999,19,B,139.536828516000014,35.790128122000056,1.179999999993015
479,7.400000000000000,4.614000000000000,35.234999999999999,19,B,139.536844033000079,35.790090303000056,1.339999999996508
480,7.900000000000000,7.298000000000000,191.322000000000003,20,B,139.536833142000091,35.790103797000029,1.229999999995925
481,5.400000000000000,1.466000000000000,4.223000000000000,16,B,139.536803866000014,35.790092998000034,2.020000000004075
482,8.300000000000001,5.036000000000000,81.879000000000005,21,B,139.536784991000104,35.790081414000042,1.899999999994179
483,5.100000000000000,0.536,0.423,16,B,139.536781947000009,35.790096910000045,1.800000000002910
485,7.600000000000000,2.934000000000000,28.379999999999999,20,B,139.536724457000105,35.790116778000026,2.259999999994761
486,7.600000000000000,4.070000000000000,48.728999999999999,20,B,139.536718527000062,35.790104956000050,1.600000000005821
487,7.200000000000000,2.326000000000000,19.244000000000000,19,B,139.536720432000038,35.790098561000036,0.94
488,8.500000000000000,4.122000000000000,59.137000000000000,21,B,139.536696820000088,35.790081828000041,2.119999999995343
489,6.800000000000000,3.224000000000000,32.649000000000001,18,B,139.536642859000040,35.790164349000065,2.570000000006985
490,5.600000000000000,0.851,1.211000000000000,17,B,139.536687469000071,35.790157068000042,2.039999999993597
491,6.500000000000000,4.394000000000000,61.448999999999998,18,B,139.536694529000101,35.790162403000068,1.539999999993597
492,6.500000000000000,3.600000000000000,40.204999999999998,18,B,139.536718163000046,35.790143533000048,1.970000000001164
493,6.300000000000000,6.065000000000000,91.090999999999994,18,B,139.536753059000034,35.790160114000059,2.440000000002328
494,4.700000000000000,2.966000000000000,19.263000000000002,15,B,139.536775628000100,35.790189824000038,1.320000000006985
495,5.500000000000000,4.182000000000000,39.799999999999997,17,B,139.536756660000037,35.790173733000074,1.860000000000582
496,8.699999999999999,6.392000000000000,114.810000000000002,21,B,139.536885530000063,35.790027671000075,3.740000000005239
497,10.000000000000000,7.436000000000000,226.109000000000009,23,B,139.536919493000028,35.789997830000061,1.479999999995925
498,6.100000000000000,3.755000000000000,33.607999999999997,18,B,139.536842099000069,35.789955907000035,1.979999999995925
499,6.300000000000000,0.648,0.896,18,B,139.536898971000028,35.789953253000078,1.619999999995343
500,7.400000000000000,5.776000000000000,97.513999999999996,19,B,139.536921098000107,35.789863533000073,2.110000000000582
501,7.100000000000000,4.399000000000000,57.188000000000002,19,B,139.536840044000087,35.789883704000033,2.059999999997672
502,5.900000000000000,2.354000000000000,16.448000000000000,17,B,139.536827565000067,35.789877904000036,1.729999999995925
503,6.400000000000000,1.660000000000000,6.447000000000000,18,B,139.536813333000055,35.789867413000024,1.910000000003492
504,5.600000000000000,3.183000000000000,22.437000000000001,17,B,139.536805530000038,35.789883078000059,2.070000000006985
505,6.100000000000000,3.471000000000000,38.133000000000003,17,B,139.536767243000099,35.789885958000070,1.960000000006403
506,6.800000000000000,2.509000000000000,13.875999999999999,18,B,139.536727440000050,35.789879730000052,2.440000000002328
507,5.700000000000000,1.380000000000000,5.031000000000000,17,B,139.536754423000048,35.789882501000079,1.860000000000582
508,6.200000000000000,2.838000000000000,22.234000000000002,18,B,139.536740595000083,35.789882377000026,1.580000000001746
509,7.100000000000000,2.146000000000000,12.365000000000000,19,B,139.536701973000049,35.789856142000076,2.229999999995925
510,10.300000000000001,8.442000000000000,336.889999999999986,23,B,139.536675644000070,35.789855987000067,1.889999999999418
511,6.400000000000000,1.839000000000000,10.022000000000000,18,B,139.536652538000112,35.789851874000078,2.600000000005821
512,6.000000000000000,2.992000000000000,24.712000000000000,17,B,139.536677992000023,35.789878977000058,2.080000000001746
513,6.000000000000000,2.085000000000000,6.802000000000000,17,B,139.536665640000024,35.789928341000063,1.630000000004657
514,10.600000000000000,6.500000000000000,169.879999999999995,23,B,139.536664002000066,35.789952223000057,1.660000000003492
515,8.100000000000000,2.243000000000000,10.721000000000000,20,B,139.536646647000111,35.789978499000028,1.490000000005239
516,6.000000000000000,2.243000000000000,14.677000000000000,17,B,139.536688845000072,35.789995098000077,1.759999999994761
517,6.900000000000000,4.698000000000000,79.781999999999996,19,B,139.536698224000020,35.790001701000051,1.660000000003492
518,7.600000000000000,2.467000000000000,19.489999999999998,20,B,139.536664066000071,35.790024331000041,1.740000000005239
519,6.100000000000000,2.355000000000000,19.006000000000000,17,B,139.536654296000052,35.790033771000026,1.839999999996508
520,8.100000000000000,2.983000000000000,34.646000000000001,20,B,139.536649943000043,35.790014291000034,2.169999999998254
